Item
"desi tadka offers punjabi dal tadka with naan in the category 'lunch and dinner special combos and thali'.
punjabi dal tadka with naan is punjabi dal tadkarice4 tawa rotigulab jamun 1 piece for price 288 and type: veg with spice level: normal."
"desi tadka offers punjabi dal tadka with naan no onion no garlic in the category 'lunch and dinner special combos and thali'.
punjabi dal tadka with naan no onion no garlic is punjabi dal tadkarice4 tawa rotigulab jamun 1 piece for price 288 and type: veg with spice level: normal."
"desi tadka offers kadai paneer with tawa roti in the category 'lunch and dinner special combos and thali'.
kadai paneer with tawa roti is kadai paneersteamed rice4 tawa rotigulab jamun 1 piece for price 298 and type: veg with spice level: normal."
"desi tadka offers jain kadai paneer with tawa roti in the category 'lunch and dinner special combos and thali'.
jain kadai paneer with tawa roti is kadai paneersteamed rice4 tawa rotigulab jamun 1 piece for price 298 and type: veg with spice level: normal."
"desi tadka offers kadai paneer with naan in the category 'lunch and dinner special combos and thali'.
kadai paneer with naan is kadai paneersteamed rice1 naan butter1 butter tandoori rotigulab jamun 1 piece for price 298 and type: veg with spice level: normal."
"desi tadka offers kadai paneer combo in the category 'lunch and dinner special combos and thali'.
kadai paneer combo is no onion no garlic kadai paneersteamed rice1 naan butter1 butter tandoori rotigulab jamun 1 piece for price 298 and type: veg with spice level: normal."
"desi tadka offers shahi paneer with 4 tawa roti in the category 'lunch and dinner special combos and thali'.
shahi paneer with 4 tawa roti is shahi paneersteam rice4 tawa roti buttergulab jamun 1 piece for price 298 and type: veg with spice level: normal."
"desi tadka offers shahi paneer with tawa roti in the category 'lunch and dinner special combos and thali'.
shahi paneer with tawa roti is no onion and no garlic. shahi paneersteamed rice4 tawa rotigulab jamun 1 piece for price 298 and type: veg with spice level: normal."
"desi tadka offers shahi paneer with naan in the category 'lunch and dinner special combos and thali'.
shahi paneer with naan is shani paneersteam rice1 butter naan1 tandoori rotigulab jamun 1 piece for price 298 and type: veg with spice level: normal."
"desi tadka offers shahi paneer with butter naan in the category 'lunch and dinner special combos and thali'.
shahi paneer with butter naan is no onion and no garlic. shahi paneersteam rice1 butter naan1 tandoori rotigulab jamun 1 piece for price 298 and type: veg with spice level: normal."
"desi tadka offers matar paneer with tawa roti in the category 'lunch and dinner special combos and thali'.
matar paneer with tawa roti is matar paneersteamed rice4 tawa rotigulab jamun 1 piece for price 298 and type: veg with spice level: normal."
"desi tadka offers veg thali in the category 'lunch and dinner special combos and thali'.
veg thali is dal makhanikadai paneerchana masaladum aloo4 butter tawa rotiriceonionpapadmixed fruit raitagulab jamun 1 piece for price 488 and type: veg with spice level: normal."
"desi tadka offers veg thali no onion no garlic in the category 'lunch and dinner special combos and thali'.
veg thali no onion no garlic is dal makhanikadai paneerchana masaladum aloo4 butter tawa roti ricepapadmixed fruit raitagulab jamun 1 piece for price 488 and type: veg with spice level: normal."
"desi tadka offers veg thali party combo pack serves 8 in the category 'lunch and dinner special combos and thali'.
veg thali party combo pack serves 8 is dahi ke kebab 8 piecespaneer tikka 8 piecesveg spring roll 10 piecesveg manchurian 8 pieces4 vegetarian manchow soupfresh lime sodapaneer handi kordal makhaniveg biryanimixed vegetarian raitasoya chaap changeziveg noodlesgreen salad bread basketgulab jamun 6 pieceschocolate brownie 2 pieces for price 2800 and type: non-veg with spice level: normal."
"desi tadka offers chicken curry combo in the category 'lunch and dinner special combos and thali'.
chicken curry combo is chicken curryrice4 tawa rotigulab jamun 1 piece for price 298 and type: non-veg with spice level: normal."
"desi tadka offers egg thali in the category 'lunch and dinner special combos and thali'.
egg thali is egg curry 2 eggsdal makhanisoya chaap changezirice4 tawa rotipapadmixed fruit raitagulab jamun 1 piece for price 460 and type: unknown with spice level: normal."
"desi tadka offers chicken thali in the category 'lunch and dinner special combos and thali'.
chicken thali is chicken boti masaladal makhanisoya chaap masala4 butter tawa rotionionpapadricemixed fruit raitagulab jamun 1 piece for price 520 and type: non-veg with spice level: normal."
"desi tadka offers chicken biryani combo in the category 'lunch and dinner special combos and thali'.
chicken biryani combo is chicken biryani 6 pieceschicken tangdi curry 2 pieces2 butter naanplain dahi for price 620 and type: non-veg with spice level: normal."
"desi tadka offers non veg thali party combo in the category 'lunch and dinner special combos and thali'.
non veg thali party combo is mutton shami kebab 8 pieceschicken tandoori 8 piecespaneer tikka 8 pieceschicken spring roll 10 piecesveg hot and sour soupchicken manchow soup chicken kofta 10 piecesmutton korma 8 pieceschicken biryani 6 piecesdal makhanipaneer handi kormachicken noodlesgreen saladmix basketgulab jamun 6 pieceschocolate brownie 2 pieces for price 2998 and type: non-veg with spice level: spicy."
"desi tadka offers veg manchurian with veg noodles in the category 'lunch and dinner special combos and thali'.
veg manchurian with veg noodles is vegetarian manchurian 6 piecesveg fried riceveg spring roll 2 pieces cigargulab jamun 1 piece2 tawa rotimix fruit raita for price 368 and type: veg with spice level: normal."
"desi tadka offers veg manchurian with veg fried rice combo in the category 'lunch and dinner special combos and thali'.
veg manchurian with veg fried rice combo is vegetarian manchurian 6 piecesveg fried riceveg spring roll 2 pieces cigargulab jamun 1 piece2 tawa rotimix fruit raita for price 368 and type: veg with spice level: normal."
"desi tadka offers chilli paneer with veg noodles combo in the category 'lunch and dinner special combos and thali'.
chilli paneer with veg noodles combo is chilli paneer 6 piecesveg noodlesveg spring roll 2 piecesmix fruit raita2 tawa rotigulab jamun 1 piece for price 368 and type: veg with spice level: spicy."
"desi tadka offers chilli paneer with veg fried rice combo in the category 'lunch and dinner special combos and thali'.
chilli paneer with veg fried rice combo is chilli paneer 6 piecesveg noodlesveg spring roll 2 piecesmix fruit raita2 tawa rotigulab jamun 1 piece for price 368 and type: veg with spice level: spicy."
"desi tadka offers chilli chicken with veg fried rice in the category 'lunch and dinner special combos and thali'.
chilli chicken with veg fried rice is chilli chicken 6 piecesveg fried ricechicken spring roll 2 piecescigarmixed fruit raita2 tawa rotigulab jamun 1 piece for price 388 and type: non-veg with spice level: spicy."
"desi tadka offers chilli chicken with veg noodles in the category 'lunch and dinner special combos and thali'.
chilli chicken with veg noodles is chilli chicken 6 piecesveg noodleschicken spring roll 2 piecescigarmixed fruit raita2 tawa rotigulab jamun 1 piece for price 388 and type: non-veg with spice level: spicy."
"desi tadka offers tandoori chicken dry in the category 'tandoor indian starters'.
tandoori chicken dry is tandoori chicken sauce for price 260 and type: non-veg with spice level: normal."
"desi tadka offers tandoori chicken garlic and butter sauce in the category 'tandoor indian starters'.
tandoori chicken garlic and butter sauce is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers afghani chicken kali mirch with cream butter in the category 'tandoor indian starters'.
afghani chicken kali mirch with cream butter is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers tandoori chicken with cream n butter in the category 'tandoor indian starters'.
tandoori chicken with cream n butter is roasted tandoori chicken served with cream and butter sauce. for price 280 and type: non-veg with spice level: normal."
"desi tadka offers tandoori chicken kali mirch dry in the category 'tandoor indian starters'.
tandoori chicken kali mirch dry is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers tandoori chicken lasooni kali mirch dry in the category 'tandoor indian starters'.
tandoori chicken lasooni kali mirch dry is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers tandoori anghiti chicken dry in the category 'tandoor indian starters'.
tandoori anghiti chicken dry is cream and butter anghiti tandoori chicken for price 280 and type: non-veg with spice level: normal."
"desi tadka offers tandoori lakhnavi chicken dry in the category 'tandoor indian starters'.
tandoori lakhnavi chicken dry is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers tandoori bhatti murg dry in the category 'tandoor indian starters'.
tandoori bhatti murg dry is tandoori chicken sauce for price 280 and type: non-veg with spice level: normal."
"desi tadka offers afghani chicken cream butter in the category 'tandoor indian starters'.
afghani chicken cream butter is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers tandoori chicken kali mirch cream butter in the category 'tandoor indian starters'.
tandoori chicken kali mirch cream butter is  for price 298 and type: non-veg with spice level: normal."
"desi tadka offers tandoori chicken sauce in the category 'tandoor indian starters'.
tandoori chicken sauce is 1 tandoori chicken sauce for price 280 and type: non-veg with spice level: normal."
"desi tadka offers tandoori chicken lasooni kali mirch with cream butter in the category 'tandoor indian starters'.
tandoori chicken lasooni kali mirch with cream butter is  for price 298 and type: non-veg with spice level: normal."
"desi tadka offers tandoori anghiti chicken cream n butter in the category 'tandoor indian starters'.
tandoori anghiti chicken cream n butter is cream and butter anghiti tandoori chicken for price 298 and type: non-veg with spice level: normal."
"desi tadka offers tandoori lakhnavi chicken cream butter in the category 'tandoor indian starters'.
tandoori lakhnavi chicken cream butter is  for price 298 and type: non-veg with spice level: normal."
"desi tadka offers tandoori bhatti murg cream n butter in the category 'tandoor indian starters'.
tandoori bhatti murg cream n butter is tandoori chicken sauce for price 280 and type: non-veg with spice level: normal."
"desi tadka offers afghani chicken sauce in the category 'tandoor indian starters'.
afghani chicken sauce is  for price 298 and type: non-veg with spice level: normal."
"desi tadka offers afghani chicken lasooni kali mirch with cream butter in the category 'tandoor indian starters'.
afghani chicken lasooni kali mirch with cream butter is  for price 298 and type: non-veg with spice level: normal."
"desi tadka offers tandoori chicken tangdi dry in the category 'tandoor indian starters'.
tandoori chicken tangdi dry is  for price 480 and type: non-veg with spice level: normal."
"desi tadka offers tandoori chicken tangdi with cream butter in the category 'tandoor indian starters'.
tandoori chicken tangdi with cream butter is  for price 498 and type: non-veg with spice level: normal."
"desi tadka offers chicken russian cutlet in the category 'tandoor indian starters'.
chicken russian cutlet is  for price 260 and type: non-veg with spice level: normal."
"desi tadka offers chicken tikka dry half 6 pcs in the category 'tandoor indian starters'.
chicken tikka dry half 6 pcs is chicken tikka is cubed chicken that is marinated in spiced yoghurt mixture then grilled to perfection served with tangy salad . for price 320 and type: non-veg with spice level: normal."
"desi tadka offers chicken tikka dry full 12 pieces in the category 'tandoor indian starters'.
chicken tikka dry full 12 pieces is chicken tikka is cubed chicken that is marinated in spiced yoghurt mixture then grilled to perfection served with tangy salad. for price 540 and type: non-veg with spice level: normal."
"desi tadka offers chicken tikka kali mirch half 6 pieces in the category 'tandoor indian starters'.
chicken tikka kali mirch half 6 pieces is chicken tikka is cubed chicken that is marinated in spiced yoghurt mixture then grilled to perfection served with tangy salad . for price 320 and type: non-veg with spice level: normal."
"desi tadka offers chicken tikka kali mirch full 12 pieces in the category 'tandoor indian starters'.
chicken tikka kali mirch full 12 pieces is chicken tikka is cubed chicken that is marinated in spiced yoghurt mixture then grilled to perfection served with tangy salad. for price 540 and type: non-veg with spice level: normal."
"desi tadka offers chicken malai tikka half 6 pieces in the category 'tandoor indian starters'.
chicken malai tikka half 6 pieces is chicken malai tikka also known as murgh malai kebab is a arich kabab of mughlai cuisines. boneless chicken pieces are marinated in a cheese cashew and cream based marinated with a small amount of yoghurt served with cream n butter sauce for price 340 and type: non-veg with spice level: normal."
"desi tadka offers chicken malai tikka full 12 pieces in the category 'tandoor indian starters'.
chicken malai tikka full 12 pieces is chicken malai tikka also known as murgh malai kebab is a arich kabab of mughlai cuisines. boneless chicken pieces are marinated in a cheese cashew and cream based marinated with a small amount of yoghurt served with cream n butter sauce for price 560 and type: non-veg with spice level: normal."
"desi tadka offers lakhnavi nawabi tikka half 6 pieces in the category 'tandoor indian starters'.
lakhnavi nawabi tikka half 6 pieces is lakhnavi is known for its nawabi heritage architecture...to soft and that makes this indian kebab recipe a melt in the mouth from the awadhi table for price 320 and type: non-veg with spice level: normal."
"desi tadka offers lakhnavi nawabi tikka full 12 pieces in the category 'tandoor indian starters'.
lakhnavi nawabi tikka full 12 pieces is lakhnavi is known for its nawabi heritage architecture...to soft and that makes this indian kebab recipe a melt in the mouth from the awadhi table for price 540 and type: non-veg with spice level: normal."
"desi tadka offers anghiti chicken tikka half 6 pieces in the category 'tandoor indian starters'.
anghiti chicken tikka half 6 pieces is tikka with coal flavour for price 320 and type: non-veg with spice level: normal."
"desi tadka offers anghiti chicken tikka full 12 pieces in the category 'tandoor indian starters'.
anghiti chicken tikka full 12 pieces is tikka with coal flavour for price 540 and type: non-veg with spice level: normal."
"desi tadka offers chicken tawa kebab boneless with khamira roti 2 butter in the category 'tandoor indian starters'.
chicken tawa kebab boneless with khamira roti 2 butter is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers mutton shami kebab in the category 'tandoor indian starters'.
mutton shami kebab is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers chicken seekh kebab in the category 'tandoor indian starters'.
chicken seekh kebab is  for price 460 and type: non-veg with spice level: normal."
"desi tadka offers crispy basa fish in the category 'tandoor indian starters'.
crispy basa fish is  for price 320 and type: non-veg with spice level: normal."
"desi tadka offers fish finger in the category 'tandoor indian starters'.
fish finger is  for price 320 and type: non-veg with spice level: normal."
"desi tadka offers amritsari basa fish pakora in the category 'tandoor indian starters'.
amritsari basa fish pakora is  for price 360 and type: non-veg with spice level: normal."
"desi tadka offers basa fish tandoori tikka in the category 'tandoor indian starters'.
basa fish tandoori tikka is  for price 360 and type: non-veg with spice level: normal."
"desi tadka offers soya tandoori tikka cream and butter in the category 'tandoor indian starters'.
soya tandoori tikka cream and butter is  for price 220 and type: veg with spice level: normal."
"desi tadka offers dahi ke kebab in the category 'tandoor indian starters'.
dahi ke kebab is no onion and no garlic. for price 260 and type: veg with spice level: normal."
"desi tadka offers dahi ke sholey in the category 'tandoor indian starters'.
dahi ke sholey is no onion and no garlic. for price 260 and type: veg with spice level: normal."
"desi tadka offers paneer tikka in the category 'tandoor indian starters'.
paneer tikka is no onion and no garlic. for price 260 and type: veg with spice level: normal."
"desi tadka offers paneer amritsari tikka in the category 'tandoor indian starters'.
paneer amritsari tikka is punjabi paneer tikka. for price 260 and type: veg with spice level: normal."
"desi tadka offers paneer lahori tikka in the category 'tandoor indian starters'.
paneer lahori tikka is pakistani paneer tikka for price 260 and type: veg with spice level: normal."
"desi tadka offers achari paneer tikka in the category 'tandoor indian starters'.
achari paneer tikka is no onion and no garlic. for price 260 and type: veg with spice level: normal."
"desi tadka offers kali mirch red paneer tikka in the category 'tandoor indian starters'.
kali mirch red paneer tikka is  for price 280 and type: veg with spice level: normal."
"desi tadka offers green thai paneer tikka in the category 'tandoor indian starters'.
green thai paneer tikka is paneer tikka marinated with green thai paste. for price 260 and type: veg with spice level: normal."
"desi tadka offers lasooni kali mirch paneer malai tikka in the category 'tandoor indian starters'.
lasooni kali mirch paneer malai tikka is  for price 260 and type: veg with spice level: normal."
"desi tadka offers paneer hariyali tikka in the category 'tandoor indian starters'.
paneer hariyali tikka is no onion and no garlic. for price 260 and type: veg with spice level: normal."
"desi tadka offers yellow thai paneer tikka in the category 'tandoor indian starters'.
yellow thai paneer tikka is  for price 260 and type: veg with spice level: normal."
"desi tadka offers red thai paneer tikka in the category 'tandoor indian starters'.
red thai paneer tikka is  for price 260 and type: veg with spice level: normal."
"desi tadka offers paneer malai tikka in the category 'tandoor indian starters'.
paneer malai tikka is no onion and no garlic. for price 280 and type: veg with spice level: normal."
"desi tadka offers papad ke dahi ke kebab in the category 'tandoor indian starters'.
papad ke dahi ke kebab is no onion and no garlic. for price 280 and type: veg with spice level: normal."
"desi tadka offers soya afghani tikka in the category 'tandoor indian starters'.
soya afghani tikka is  for price 260 and type: veg with spice level: normal."
"desi tadka offers papad ke kebab in the category 'tandoor indian starters'.
papad ke kebab is  for price 260 and type: veg with spice level: normal."
"desi tadka offers bharwan tandoori aloo in the category 'tandoor indian starters'.
bharwan tandoori aloo is  for price 280 and type: veg with spice level: normal."
"desi tadka offers veg russian cutlets in the category 'tandoor indian starters'.
veg russian cutlets is  for price 240 and type: veg with spice level: normal."
"desi tadka offers veg mexican kebab in the category 'tandoor indian starters'.
veg mexican kebab is hot kebab. for price 240 and type: veg with spice level: spicy."
"desi tadka offers mutter and corn kebab in the category 'tandoor indian starters'.
mutter and corn kebab is  for price 240 and type: veg with spice level: normal."
"desi tadka offers achari mutter corn kebab in the category 'tandoor indian starters'.
achari mutter corn kebab is  for price 240 and type: veg with spice level: normal."
"desi tadka offers veg corn kebab in the category 'tandoor indian starters'.
veg corn kebab is no onion and no garlic. for price 240 and type: veg with spice level: normal."
"desi tadka offers veg shami kebab in the category 'tandoor indian starters'.
veg shami kebab is  for price 240 and type: veg with spice level: normal."
"desi tadka offers hara bhara kebab in the category 'tandoor indian starters'.
hara bhara kebab is  for price 220 and type: veg with spice level: normal."
"desi tadka offers plain mixed basket regular in the category 'basket'.
plain mixed basket regular is 2 khamira roti2 tandoori roti2 missi roti2 naan for price 340 and type: veg with spice level: normal."
"desi tadka offers mix basket regular butter in the category 'basket'.
mix basket regular butter is 2 khamira roti2 tandoori roti2 missi roti2 naan for price 380 and type: veg with spice level: normal."
"desi tadka offers mix basket deluxe plain in the category 'basket'.
mix basket deluxe plain is 2 khamira roti2 tandoori roti2 missi roti2 naan 1 stuff vegetarian naan for price 380 and type: veg with spice level: normal."
"desi tadka offers mix basket deluxe butter in the category 'basket'.
mix basket deluxe butter is 2 khamira roti2 tandoori roti2 missi roti2 naan 1 stuff vegetarian naan for price 400 and type: veg with spice level: normal."
"desi tadka offers veg tandoori platter full in the category 'platters'.
veg tandoori platter full is paneer tikka 4 piecesmatar achari kebab 4 piecesdahi ke kebab 4 piecesbharwan tandoori aloodal makhani2 khamira roti butter for price 660 and type: veg with spice level: normal."
"desi tadka offers veg chinese platter full in the category 'platters'.
veg chinese platter full is vegetarian spring roll 4 pieceschilli paneer 6 piecesveg manchurian 6 piecesfrench fries vegetarian noodlesveg fried rice for price 660 and type: veg with spice level: spicy."
"desi tadka offers non veg tandoori platter full in the category 'platters'.
non veg tandoori platter full is tandoori chicken 4 piecesfish amritsari 4 piecesmutton shami kebab 6 pieceschicken tangri 4 pieceschicken gravy and 2 khamira roti for price 698 and type: non-veg with spice level: normal."
"desi tadka offers non veg chinese platter full in the category 'platters'.
non veg chinese platter full is 1 chicken spring roll 4 pieces1 chilli fish 6 pieces1 chicken lollipop 4 pieces1 chicken noodles1 chicken fried rice1 french fries for price 698 and type: non-veg with spice level: spicy."
"desi tadka offers chicken manchow soup in the category 'soups and salad'.
chicken manchow soup is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers chicken sweet corn soup in the category 'soups and salad'.
chicken sweet corn soup is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers chicken hot and sour soup in the category 'soups and salad'.
chicken hot and sour soup is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers cream chicken soup in the category 'soups and salad'.
cream chicken soup is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers chicken maggi soup in the category 'soups and salad'.
chicken maggi soup is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers chicken lemon coriander soup in the category 'soups and salad'.
chicken lemon coriander soup is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers chicken sweet corn lemon coriander soup in the category 'soups and salad'.
chicken sweet corn lemon coriander soup is  for price 280 and type: non-veg with spice level: normal."
"desi tadka offers veg green salad in the category 'soups and salad'.
veg green salad is  for price 80 and type: veg with spice level: normal."
"desi tadka offers veg manchow soup full in the category 'soups and salad'.
veg manchow soup full is  for price 240 and type: veg with spice level: normal."
"desi tadka offers veg maggi soup in the category 'soups and salad'.
veg maggi soup is  for price 240 and type: veg with spice level: normal."
"desi tadka offers tomato dhaniya shorba soup in the category 'soups and salad'.
tomato dhaniya shorba soup is  for price 240 and type: veg with spice level: normal."
"desi tadka offers veg lemon coriander soup in the category 'soups and salad'.
veg lemon coriander soup is  for price 240 and type: veg with spice level: normal."
"desi tadka offers cream of tomato soup in the category 'soups and salad'.
cream of tomato soup is  for price 240 and type: veg with spice level: normal."
"desi tadka offers hot and sour soup full in the category 'soups and salad'.
hot and sour soup full is  for price 260 and type: veg with spice level: normal."
"desi tadka offers veg sweet corn soup full in the category 'soups and salad'.
veg sweet corn soup full is  for price 260 and type: veg with spice level: normal."
"desi tadka offers sweet corn lemon coriander soup in the category 'soups and salad'.
sweet corn lemon coriander soup is  for price 260 and type: veg with spice level: normal."
"desi tadka offers veg clear soup in the category 'soups and salad'.
veg clear soup is  for price 260 and type: veg with spice level: normal."
"desi tadka offers cream of sweet corn in the category 'soups and salad'.
cream of sweet corn is  for price 280 and type: veg with spice level: normal."
"desi tadka offers cream of mushroom soup in the category 'soups and salad'.
cream of mushroom soup is  for price 280 and type: veg with spice level: normal."
"desi tadka offers dal makhani in the category 'main course'.
dal makhani is normal days with onion garlic in navaratra without onion garlic food available. for price 240 and type: veg with spice level: normal."
"desi tadka offers dal tadka arhar in the category 'main course'.
dal tadka arhar is normal days with onion garlic in navaratra without onion garlic food available. for price 240 and type: veg with spice level: normal."
"desi tadka offers dal dhabewali in the category 'main course'.
dal dhabewali is normal days with onion garlic in navaratra without onion garlic food available. for price 240 and type: veg with spice level: normal."
"desi tadka offers dal punjabi tadka in the category 'main course'.
dal punjabi tadka is normal days with onion garlic in navaratra without onion garlic food available. for price 240 and type: veg with spice level: normal."
"desi tadka offers chana masala in the category 'main course'.
chana masala is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers palak chana masala in the category 'main course'.
palak chana masala is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers paneer chana masala in the category 'main course'.
paneer chana masala is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers kadai chole in the category 'main course'.
kadai chole is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers mirch baingan ka salan in the category 'main course'.
mirch baingan ka salan is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers soya chaap hara pyaaz in the category 'main course'.
soya chaap hara pyaaz is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers soya chaap changezi in the category 'main course'.
soya chaap changezi is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers soya chaap kadai masala in the category 'main course'.
soya chaap kadai masala is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers paneer mushroom masala in the category 'main course'.
paneer mushroom masala is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers matar mushroom masala in the category 'main course'.
matar mushroom masala is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers mushroom hara pyaaz seasonal in the category 'main course'.
mushroom hara pyaaz seasonal is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers palak mushroom in the category 'main course'.
palak mushroom is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers kadai mushroom masala in the category 'main course'.
kadai mushroom masala is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers mushroom do pyaza in the category 'main course'.
mushroom do pyaza is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers jeera aloo in the category 'main course'.
jeera aloo is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers bhindi masala in the category 'main course'.
bhindi masala is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
"desi tadka offers bhindi do pyaza in the category 'main course'.
bhindi do pyaza is  for price 280 and type: veg with spice level: normal."
"desi tadka offers dum aloo in the category 'main course'.
dum aloo is normal days with onion garlic in navaratra without onion garlic food available. for price 280 and type: veg with spice level: normal."
